state,county,party,total_votes,number,per capita income
Nebraska,Saunders,DEM,3331,329,30039
Texas,Goliad,REP,3081,330,30031
Texas,Goliad,DEM,872,330,30031
New York,Rensselaer,REP,33371,331,29987
New York,Rensselaer,DEM,30450,331,29987
Illinois,Sangamon,REP,53303,332,29974
Illinois,Sangamon,DEM,48756,332,29974
California,SanLuisObispo,DEM,86829,333,29954
California,SanLuisObispo,REP,65907,333,29954
North Dakota,Sargent,REP,1266,334,29950
North Dakota,Sargent,DEM,738,334,29950
Iowa,Linn,DEM,70451,335,29943
Iowa,Linn,REP,53098,335,29943
Minnesota,Goodhue,REP,16052,336,29932
Minnesota,Goodhue,DEM,11805,336,29932
Indiana,Warrick,REP,21324,337,29927
Indiana,Warrick,DEM,11919,337,29927
Virginia,Chesapeake,DEM,66377,338,29905
Virginia,Chesapeake,REP,58180,338,29905
New York,Ontario,REP,25757,339,29904
New York,Ontario,DEM,20779,339,29904
Wyoming,Natrona,REP,25271,340,29877
Wyoming,Natrona,DEM,8530,340,29877
Texas,King,REP,151,341,29836
Texas,King,DEM,8,341,29836
Indiana,Hendricks,REP,53802,342,29830
Indiana,Hendricks,DEM,32604,342,29830
California,Plumas,REP,6247,343,29806
California,Plumas,DEM,4465,343,29806
Nevada,Lander,REP,2198,344,29800
Nevada,Lander,DEM,496,344,29800
Colorado,Archuleta,REP,5189,345,29793
Colorado,Archuleta,DEM,3738,345,29793
Vermont,Washington,DEM,306,346,29761
Vermont,Washington,REP,283,346,29761
Washington,Thurston,DEM,95868,347,29744
Washington,Thurston,REP,64705,347,29744
Michigan,Emmet,REP,12135,348,29718
Michigan,Emmet,DEM,9662,348,29718
Ohio,Hamilton,DEM,238101,349,29681
Ohio,Hamilton,REP,173015,349,29681
North Carolina,NewHanover,DEM,66146,350,29679
North Carolina,NewHanover,REP,63333,350,29679
Illinois,JoDaviess,REP,7161,351,29675
Illinois,JoDaviess,DEM,5097,351,29675
Nebraska,Cass,REP,10121,352,29638
Nebraska,Cass,DEM,4737,352,29638
Minnesota,Wright,REP,53565,353,29623
Minnesota,Wright,DEM,30854,353,29623
Georgia,Cherokee,REP,99587,354,29615
Georgia,Cherokee,DEM,42794,354,29615
West Virginia,Jefferson,REP,15033,355,29605
West Virginia,Jefferson,DEM,12127,355,29605
Pennsylvania,Montour,REP,5842,356,29600
Pennsylvania,Montour,DEM,3768,356,29600
Iowa,Johnson,DEM,59177,357,29592
Iowa,Johnson,REP,22925,357,29592
Louisiana,Cameron,REP,3671,358,29559
Louisiana,Cameron,DEM,324,358,29559
Texas,Hemphill,REP,1486,359,29544
Texas,Hemphill,DEM,206,359,29544
Michigan,Midland,REP,27675,360,29536
Michigan,Midland,DEM,20493,360,29536
Maryland,Cecil,REP,29439,362,29518
Maryland,Cecil,DEM,16809,362,29518
Hawaii,Maui,DEM,47301,363,29517
Hawaii,Maui,REP,22111,363,29517
Minnesota,Ramsey,DEM,211362,364,29484
Minnesota,Ramsey,REP,77324,364,29484
Massachusetts,Hampshire,,,365,29460
Missouri,Clay,REP,64583,367,29406
Missouri,Clay,DEM,59519,367,29406
North Dakota,Morton,REP,12243,368,29389
North Dakota,Morton,DEM,3872,368,29389
New Hampshire,Strafford,REP,1408,369,29369
New Hampshire,Strafford,DEM,1330,369,29369
North Carolina,Durham,DEM,144754,370,29347
North Carolina,Durham,REP,32470,370,29347
California,Calaveras,REP,16287,371,29329
California,Calaveras,DEM,9845,371,29329
Nebraska,Washington,REP,8583,372,29328
Nebraska,Washington,DEM,3554,372,29328
North Dakota,Wells,REP,1893,373,29301
North Dakota,Wells,DEM,442,373,29301
Massachusetts,Berkshire,,,374,29294
Kentucky,Woodford,REP,8362,375,29277
Kentucky,Woodford,DEM,6530,375,29277
Pennsylvania,Northampton,DEM,84847,376,29266
Pennsylvania,Northampton,REP,83732,376,29266
Florida,Pinellas,DEM,277397,377,29262
Florida,Pinellas,REP,276191,377,29262
Massachusetts,Franklin,DEM,12053,378,29259
Massachusetts,Franklin,REP,7073,378,29259
Kentucky,Fayette,DEM,90566,379,29251
Kentucky,Fayette,REP,58845,379,29251
Kentucky,Boone,REP,44811,380,29235
Kentucky,Boone,DEM,20897,380,29235
Pennsylvania,Dauphin,DEM,78912,381,29234
Pennsylvania,Dauphin,REP,66365,381,29234
North Dakota,Sheridan,REP,688,382,29219
North Dakota,Sheridan,DEM,104,382,29219
Vermont,Bennington,DEM,4369,383,29196
Vermont,Bennington,REP,2473,383,29196
Indiana,Posey,REP,9206,384,29187
Indiana,Posey,DEM,3811,384,29187
Nebraska,Douglas,DEM,148058,385,29180
Nebraska,Douglas,REP,117398,385,29180
Virginia,Suffolk,DEM,28676,386,29135
Virginia,Suffolk,REP,20082,386,29135
Ohio,Lake,REP,71615,387,29132
Ohio,Lake,DEM,54337,387,29132
Minnesota,Pope,REP,4413,388,29128
Minnesota,Pope,DEM,2478,388,29128
Iowa,Kossuth,REP,6275,389,29127
Iowa,Kossuth,DEM,2696,389,29127
Maine,York,DEM,6117,390,29125
Maine,York,REP,3352,390,29125
Texas,Randall,REP,50597,391,29124
Texas,Randall,DEM,12750,391,29124
Minnesota,Dodge,REP,7774,392,29107
Minnesota,Dodge,DEM,4074,392,29107
Iowa,Warren,REP,17738,393,29088
Iowa,Warren,DEM,12537,393,29088
Texas,Brazoria,REP,89939,394,29081
Texas,Brazoria,DEM,61780,394,29081
North Dakota,Walsh,REP,3324,395,29072
North Dakota,Walsh,DEM,1333,395,29072
Iowa,Clay,REP,6137,396,29060
Iowa,Clay,DEM,2662,396,29060
Texas,Lipscomb,REP,1203,397,29017
Texas,Lipscomb,DEM,131,397,29017
Iowa,Scott,DEM,46890,398,28948
Iowa,Scott,REP,43661,398,28948
Montana,Gallatin,DEM,37044,399,28939
Montana,Gallatin,REP,31696,399,28939
California,Solano,DEM,131078,400,28929
California,Solano,REP,68925,400,28929
Florida,Nassau,REP,42563,401,28926
Florida,Nassau,DEM,15561,401,28926
North Carolina,Moore,REP,36764,402,28913
North Carolina,Moore,DEM,20779,402,28913
Wisconsin,Calumet,REP,18156,403,28907
Wisconsin,Calumet,DEM,12116,403,28907
North Dakota,Kidder,REP,1215,404,28904
North Dakota,Kidder,DEM,221,404,28904
Louisiana,Lafayette,REP,72519,405,28901
Louisiana,Lafayette,DEM,39685,405,28901
North Carolina,Union,REP,80382,406,28894
North Carolina,Union,DEM,48725,406,28894
Virginia,Warren,REP,14069,407,28889
Virginia,Warren,DEM,6603,407,28889
Montana,Stillwater,REP,4462,408,28868
Montana,Stillwater,DEM,1156,408,28868
Colorado,ElPaso,REP,202560,409,28867
Colorado,ElPaso,DEM,161636,409,28867
Vermont,Windham,DEM,187,410,28867
Vermont,Windham,REP,83,410,28867
Ohio,Union,REP,21233,411,28852
Ohio,Union,DEM,10985,411,28852
Massachusetts,Bristol,,,412,28837
Maine,Sagadahoc,,,413,28829
Georgia,DeKalb,DEM,308140,414,28810
Georgia,DeKalb,REP,58369,414,28810
New Jersey,Salem,REP,18042,416,28772
New Jersey,Salem,DEM,13722,416,28772
Wyoming,Weston,REP,3107,417,28764
Wyoming,Weston,DEM,360,417,28764
Ohio,Clermont,REP,73077,418,28761
Ohio,Clermont,DEM,33505,418,28761
Virginia,Manassas,DEM,10356,419,28752
Virginia,Manassas,REP,6256,419,28752
New York,Onondaga,DEM,113970,420,28746
New York,Onondaga,REP,84117,420,28746
Minnesota,Stevens,REP,3044,421,28746
Minnesota,Stevens,DEM,1921,421,28746
New York,Monroe,DEM,146403,422,28732
New York,Monroe,REP,122995,422,28732
Iowa,Bremer,REP,8287,423,28727
Iowa,Bremer,DEM,5954,423,28727
Illinois,Grundy,REP,16372,424,28725
Illinois,Grundy,DEM,9445,424,28725
Vermont,Addison,DEM,445,425,28722
Vermont,Addison,REP,379,425,28722
Virginia,Bath,REP,1824,426,28704
Virginia,Bath,DEM,674,426,28704
Virginia,Bedford,REP,35600,427,28697
Virginia,Bedford,DEM,12176,427,28697
Virginia,Bedford,REP,35600,1731,22322
Virginia,Bedford,DEM,12176,1731,22322
Florida,Seminole,DEM,132486,428,28675
Florida,Seminole,REP,125217,428,28675
Virginia,Gloucester,REP,14875,429,28673
Virginia,Gloucester,DEM,6964,429,28673
Nevada,Washoe,DEM,128128,430,28670
Nevada,Washoe,REP,116760,430,28670
Indiana,Porter,REP,45008,431,28669
Indiana,Porter,DEM,39746,431,28669
Florida,Okaloosa,REP,79771,432,28600
Florida,Okaloosa,DEM,34227,432,28600
Washington,Benton,REP,60045,433,28583
Washington,Benton,DEM,38293,433,28583
New Hampshire,Sullivan,DEM,216,434,28582
New Hampshire,Sullivan,REP,186,434,28582
Indiana,Johnson,REP,51209,435,28575
Indiana,Johnson,DEM,24729,435,28575
Virginia,Northumberland,REP,4485,436,28568
Virginia,Northumberland,DEM,3252,436,28568
Montana,Fallon,REP,1375,437,28563
Montana,Fallon,DEM,172,437,28563
North Dakota,Ward,REP,19974,439,28557
North Dakota,Ward,DEM,7293,439,28557
Montana,PowderRiver,REP,970,440,28528
Montana,PowderRiver,DEM,154,440,28528
Wyoming,Laramie,REP,27891,441,28505
Wyoming,Laramie,DEM,15217,441,28505
Nebraska,Dundy,REP,883,442,28502
Nebraska,Dundy,DEM,105,442,28502
Tennessee,Davidson,DEM,197846,444,28467
Tennessee,Davidson,REP,99415,444,28467
Michigan,Clinton,REP,25098,445,28449
Michigan,Clinton,DEM,21968,445,28449
Washington,Skamania,REP,3783,446,28449
Washington,Skamania,DEM,3100,446,28449
Illinois,Peoria,DEM,42600,447,28438
Illinois,Peoria,REP,37612,447,28438
New Mexico,Eddy,REP,17454,448,28438
New Mexico,Eddy,DEM,5424,448,28438
Pennsylvania,Washington,REP,71397,449,28433
Pennsylvania,Washington,DEM,44746,449,28433
Kansas,Miami,REP,12116,450,28412
Kansas,Miami,DEM,5133,450,28412
Montana,LewisandClark,REP,21409,451,28400
Montana,LewisandClark,DEM,19743,451,28400
Nebraska,Seward,REP,6490,452,28359
Nebraska,Seward,DEM,2438,452,28359
Nevada,Elko,REP,16741,453,28358
Nevada,Elko,DEM,4557,453,28358
South Dakota,Custer,REP,3852,454,28356
South Dakota,Custer,DEM,1522,454,28356
North Dakota,McHenry,REP,2364,455,28331
North Dakota,McHenry,DEM,564,455,28331
Illinois,Menard,REP,4722,456,28330
Illinois,Menard,DEM,2003,456,28330
South Dakota,Douglas,REP,1468,457,28323
South Dakota,Douglas,DEM,216,457,28323
New York,Schenectady,DEM,31685,458,28319
New York,Schenectady,REP,27544,458,28319
Wyoming,Washakie,REP,3245,459,28308
Wyoming,Washakie,DEM,651,459,28308
Nebraska,Cheyenne,REP,3813,460,28296
Nebraska,Cheyenne,DEM,855,460,28296
Ohio,Franklin,DEM,391584,461,28283
Ohio,Franklin,REP,203154,461,28283
Minnesota,Wabasha,REP,8153,462,28282
Minnesota,Wabasha,DEM,4696,462,28282
Wisconsin,Columbia,REP,16927,463,28273
Wisconsin,Columbia,DEM,16410,463,28273
Texas,Tarrant,DEM,409752,464,28266
Texas,Tarrant,REP,408224,464,28266
Washington,Jefferson,DEM,17190,465,28266
Washington,Jefferson,REP,6921,465,28266
New York,Hamilton,REP,1917,466,28265
New York,Hamilton,DEM,863,466,28265
Nebraska,Chase,REP,1740,467,28241
Nebraska,Chase,DEM,226,467,28241
Washington,Pierce,DEM,249074,468,28223
Washington,Pierce,REP,197311,468,28223
Wyoming,Crook,REP,3651,469,28212
Wyoming,Crook,DEM,378,469,28212
Nebraska,York,REP,5296,470,28207
Nebraska,York,DEM,1619,470,28207
Florida,Broward,DEM,618597,471,28205
Florida,Broward,REP,333346,471,28205
Tennessee,Fayette,REP,15661,472,28201
Tennessee,Fayette,DEM,7000,472,28201
Texas,Franklin,REP,4153,473,28189
Texas,Franklin,DEM,803,473,28189
Wisconsin,Outagamie,REP,58385,474,28186
Wisconsin,Outagamie,DEM,47667,474,28186
Louisiana,Ascension,REP,40687,475,28178
Louisiana,Ascension,DEM,20399,475,28178
West Virginia,Kanawha,REP,46398,476,28174
West Virginia,Kanawha,DEM,34344,476,28174
Kansas,Graham,REP,1052,477,28146
Kansas,Graham,DEM,222,477,28146
Tennessee,Knox,REP,124339,478,28136
Tennessee,Knox,DEM,91097,478,28136
Texas,Somervell,REP,4099,479,28134
Texas,Somervell,DEM,768,479,28134
Pennsylvania,York,REP,143415,480,28132
Pennsylvania,York,DEM,85491,480,28132
North Dakota,Grant,REP,1145,481,28129
North Dakota,Grant,DEM,207,481,28129
Indiana,Hancock,REP,28825,482,28111
Indiana,Hancock,DEM,12824,482,28111
Iowa,O'Brien,REP,5861,483,28086
Iowa,O'Brien,DEM,1569,483,28086
North Dakota,Ramsey,REP,3577,484,28081
North Dakota,Ramsey,DEM,1639,484,28081
Wyoming,Johnson,REP,3881,485,28072
Wyoming,Johnson,DEM,897,485,28072
Minnesota,Sherburne,REP,36221,486,28071
Minnesota,Sherburne,DEM,18065,486,28071
Maine,Lincoln,REP,1723,487,28070
Maine,Lincoln,DEM,813,487,28070
Iowa,Iowa,REP,6009,488,28068
Iowa,Iowa,DEM,3547,488,28068
Nevada,Eureka,REP,895,489,28056
Nevada,Eureka,DEM,105,489,28056
Texas,Irion,REP,759,490,28055
Texas,Irion,DEM,120,490,28055
Pennsylvania,Westmoreland,REP,128596,491,28051
Pennsylvania,Westmoreland,DEM,71099,491,28051
California,Mono,DEM,3998,492,28046
California,Mono,REP,2504,492,28046
Illinois,Tazewell,REP,42194,493,28037
Illinois,Tazewell,DEM,24486,493,28037
Iowa,Guthrie,REP,4272,494,28030
Iowa,Guthrie,DEM,1985,494,28030
Minnesota,Traverse,REP,1173,495,28030
Minnesota,Traverse,DEM,662,495,28030
Texas,Baylor,REP,1478,496,28021
Texas,Baylor,DEM,179,496,28021
Minnesota,LacquiParle,REP,2527,497,28014
Minnesota,LacquiParle,DEM,1445,497,28014
Ohio,Ottawa,REP,14285,498,27979
Ohio,Ottawa,DEM,8847,498,27979
New York,Erie,DEM,198808,499,27978
New York,Erie,REP,178349,499,27978
West Virginia,Putnam,REP,20034,500,27957
West Virginia,Putnam,DEM,7878,500,27957
Wyoming,Sheridan,REP,11843,501,27948
Wyoming,Sheridan,DEM,4043,501,27948
Iowa,Plymouth,REP,10492,502,27942
Iowa,Plymouth,DEM,3494,502,27942
Nebraska,Perkins,REP,1321,503,27931
Nebraska,Perkins,DEM,199,503,27931
Kentucky,Jefferson,DEM,228288,504,27925
Kentucky,Jefferson,REP,150619,504,27925
Pennsylvania,Lehigh,DEM,95889,505,27923
Pennsylvania,Lehigh,REP,82287,505,27923
Minnesota,Chisago,REP,21915,506,27914
Minnesota,Chisago,DEM,11803,506,27914
North Dakota,Hettinger,REP,1091,507,27910
North Dakota,Hettinger,DEM,196,507,27910
Iowa,Emmet,REP,3265,508,27908
Iowa,Emmet,DEM,1520,508,27908
Texas,Harris,DEM,911974,509,27899
Texas,Harris,REP,699822,509,27899
Connecticut,Windham,DEM,5365,510,27893
Connecticut,Windham,REP,2824,510,27893
North Dakota,Logan,REP,930,511,27887
North Dakota,Logan,DEM,128,511,27887
Minnesota,Lake,DEM,3646,512,27883
Minnesota,Lake,REP,3392,512,27883
South Dakota,Clark,REP,1373,513,27878
South Dakota,Clark,DEM,437,513,27878
New Hampshire,Cheshire,,,514,27874
Maine,Knox,REP,540,515,27865
Maine,Knox,DEM,415,515,27865
Tennessee,Wilson,REP,50149,516,27864
Tennessee,Wilson,DEM,22197,516,27864
Georgia,Greene,REP,7068,517,27828
Georgia,Greene,DEM,4088,517,27828
Wyoming,Park,REP,12813,518,27824
Wyoming,Park,DEM,3410,518,27824
Ohio,Summit,DEM,148151,519,27818
Ohio,Summit,REP,122023,519,27818
North Dakota,Pembina,REP,2460,520,27817
North Dakota,Pembina,DEM,786,520,27817
Kentucky,Scott,REP,17764,521,27802
Kentucky,Scott,DEM,10564,521,27802
Illinois,Clinton,REP,14264,522,27802
Illinois,Clinton,DEM,4459,522,27802
Texas,Archer,REP,4300,523,27800
Texas,Archer,DEM,446,523,27800
Maine,Hancock,DEM,0,524,27797
Maine,Hancock,REP,0,524,27797
Maine,Hancock,REP,778,524,27797
Maine,Hancock,DEM,659,524,27797
Nebraska,Kearney,REP,2822,525,27796
Nebraska,Kearney,DEM,701,525,27796
Texas,Brewster,REP,2451,526,27796
Texas,Brewster,DEM,2251,526,27796
Tennessee,Sumner,REP,63404,527,27795
Tennessee,Sumner,DEM,27630,527,27795
Minnesota,LeSueur,REP,10775,528,27793
Minnesota,LeSueur,DEM,5671,528,27793
Wisconsin,Brown,REP,75865,529,27787
Wisconsin,Brown,DEM,65509,529,27787
Montana,Yellowstone,REP,50772,530,27761
Montana,Yellowstone,DEM,30679,530,27761
South Dakota,Spink,REP,2104,531,27757
South Dakota,Spink,DEM,998,531,27757
California,LosAngeles,DEM,2980478,532,27749
California,LosAngeles,REP,1121538,532,27749
California,Yolo,DEM,53621,533,27730
California,Yolo,REP,19825,533,27730
Texas,Sutton,REP,1222,534,27721
Texas,Sutton,DEM,322,534,27721
Minnesota,Douglas,REP,15799,535,27716
Minnesota,Douglas,DEM,7868,535,27716
North Dakota,Richland,REP,5072,536,27713
North Dakota,Richland,DEM,2510,536,27713
Kentucky,Kenton,REP,48123,537,27704
Kentucky,Kenton,DEM,32265,537,27704
Pennsylvania,Pike,REP,19241,538,27691
Pennsylvania,Pike,DEM,13052,538,27691
North Dakota,Emmons,REP,1738,539,27690
North Dakota,Emmons,DEM,237,539,27690
Iowa,Madison,REP,6507,540,27685
Iowa,Madison,DEM,3134,540,27685
South Dakota,Moody,REP,1951,541,27682
South Dakota,Moody,DEM,1179,541,27682
Washington,Clark,DEM,140070,542,27681
Washington,Clark,REP,126047,542,27681
Oklahoma,Tulsa,REP,150574,543,27676
Oklahoma,Tulsa,DEM,108996,543,27676
Nebraska,Butler,REP,3526,544,27673
Nebraska,Butler,DEM,869,544,27673
Michigan,GrandTraverse,REP,30502,545,27660
Michigan,GrandTraverse,DEM,28683,545,27660
Virginia,Orange,REP,12426,546,27655
Virginia,Orange,DEM,7995,546,27655
Colorado,Gunnison,DEM,6976,547,27654
Colorado,Gunnison,REP,3599,547,27654
Nebraska,Polk,REP,2286,548,27639
Nebraska,Polk,DEM,527,548,27639
Kansas,Coffey,REP,3407,549,27627
Kansas,Coffey,DEM,928,549,27627
Virginia,ColonialHeights,REP,6007,550,27610
Virginia,ColonialHeights,DEM,2972,550,27610
Wisconsin,Marathon,REP,44624,551,27607
Wisconsin,Marathon,DEM,30808,551,27607
Montana,Carbon,REP,4468,552,27599
Montana,Carbon,DEM,2421,552,27599
Iowa,Jefferson,REP,4442,553,27593
Iowa,Jefferson,DEM,4314,553,27593
Colorado,RioBlanco,REP,3061,554,27586
Colorado,RioBlanco,DEM,561,554,27586
Georgia,Bryan,REP,14244,555,27556
Georgia,Bryan,DEM,6739,555,27556
Oklahoma,Canadian,REP,43550,556,27552
Oklahoma,Canadian,DEM,16742,556,27552
South Dakota,Deuel,REP,1699,557,27525
South Dakota,Deuel,DEM,609,557,27525
Oregon,Deschutes,DEM,64102,558,27524
Oregon,Deschutes,REP,54183,558,27524
Louisiana,EastBatonRouge,DEM,115577,559,27505
Louisiana,EastBatonRouge,REP,88420,559,27505
Florida,Sumter,REP,62757,560,27504
Florida,Sumter,DEM,29331,560,27504
Texas,Mason,REP,2108,561,27504
Texas,Mason,DEM,566,561,27504
Texas,Kimble,REP,1987,562,27502
Texas,Kimble,DEM,284,562,27502
South Dakota,Lawrence,REP,8753,563,27498
South Dakota,Lawrence,DEM,4537,563,27498
North Carolina,Carteret,REP,30028,564,27496
North Carolina,Carteret,DEM,12093,564,27496
Montana,Wibaux,REP,516,565,27492
Montana,Wibaux,DEM,77,565,27492
South Dakota,Kingsbury,REP,1904,566,27485
South Dakota,Kingsbury,DEM,819,566,27485
Oklahoma,Grant,REP,1916,567,27469
Oklahoma,Grant,DEM,280,567,27469
Missouri,Cass,REP,37172,568,27463
Missouri,Cass,DEM,19035,568,27463
Wisconsin,Pierce,REP,12903,569,27462
Wisconsin,Pierce,DEM,9839,569,27462
Kansas,McPherson,REP,9562,570,27462
Kansas,McPherson,DEM,3977,570,27462
Idaho,Ada,REP,130699,571,27452
Idaho,Ada,DEM,120539,571,27452
Minnesota,Murray,REP,3363,572,27450
Minnesota,Murray,DEM,1449,572,27450
California,Inyo,DEM,4623,573,27441
California,Inyo,REP,4611,573,27441
Texas,Andrews,REP,4937,574,27429
Texas,Andrews,DEM,849,574,27429
Louisiana,Bossier,REP,38074,575,27429
Louisiana,Bossier,DEM,15662,575,27429
Ohio,Cuyahoga,DEM,402315,576,27423
Ohio,Cuyahoga,REP,195089,576,27423
New York,Tompkins,DEM,22624,577,27418
New York,Tompkins,REP,9640,577,27418
Arkansas,Pulaski,DEM,98855,578,27414
Arkansas,Pulaski,REP,62389,578,27414
Illinois,Madison,REP,75272,579,27407
Illinois,Madison,DEM,56845,579,27407
Vermont,Franklin,REP,407,580,27398
Vermont,Franklin,DEM,318,580,27398
New Jersey,Atlantic,DEM,68978,581,27391
New Jersey,Atlantic,REP,60957,581,27391
Indiana,Warren,REP,3401,582,27390
Indiana,Warren,DEM,974,582,27390
Virginia,Culpeper,REP,16012,583,27379
Virginia,Culpeper,DEM,10617,583,27379
Texas,McMullen,REP,460,584,27375
Texas,McMullen,DEM,53,584,27375
Oklahoma,Rogers,REP,34031,585,27365
Oklahoma,Rogers,DEM,9589,585,27365
Minnesota,Jackson,REP,3948,586,27361
Minnesota,Jackson,DEM,1745,586,27361
Indiana,Bartholomew,REP,22409,587,27359
Indiana,Bartholomew,DEM,12934,587,27359
North Dakota,Stutsman,REP,6994,588,27351
North Dakota,Stutsman,DEM,2676,588,27351
Florida,Lee,REP,233242,589,27348
Florida,Lee,DEM,157672,589,27348
California,Amador,REP,13571,590,27347
California,Amador,DEM,8147,590,27347
Georgia,Dawson,REP,13398,591,27330
Georgia,Dawson,DEM,2486,591,27330
Kansas,Butler,REP,22250,592,27329
Kansas,Butler,DEM,9003,592,27329
Oklahoma,RogerMills,REP,1629,593,27326
Oklahoma,RogerMills,DEM,168,593,27326
North Dakota,Eddy,REP,854,594,27323
North Dakota,Eddy,DEM,383,594,27323
Florida,Manatee,REP,124966,595,27322
Florida,Manatee,DEM,90127,595,27322
Virginia,Rockingham,REP,30349,596,27298
Virginia,Rockingham,DEM,12644,596,27298
Virginia,Madison,REP,5300,597,27296
Virginia,Madison,DEM,2698,597,27296
Iowa,CerroGordo,REP,12435,598,27291
Iowa,CerroGordo,DEM,10941,598,27291
Vermont,Orange,REP,324,599,27289
Vermont,Orange,DEM,261,599,27289
Pennsylvania,Adams,REP,37567,600,27284
Pennsylvania,Adams,DEM,18254,600,27284
South Dakota,Yankton,REP,6581,601,27268
South Dakota,Yankton,DEM,4016,601,27268
Virginia,Charlottesville,DEM,20696,602,27268
Virginia,Charlottesville,REP,3094,602,27268
Minnesota,Steele,REP,12656,603,27259
Minnesota,Steele,DEM,7917,603,27259
Arizona,Maricopa,DEM,1040774,604,27256
Arizona,Maricopa,REP,995665,604,27256
Texas,Wilson,REP,18457,605,27238
Texas,Wilson,DEM,6350,605,27238
New York,Tioga,REP,13292,606,27230
New York,Tioga,DEM,6724,606,27230
Tennessee,Hamilton,REP,91991,607,27229
Tennessee,Hamilton,DEM,75360,607,27229
Virginia,Fredericksburg,DEM,8517,608,27222
Virginia,Fredericksburg,REP,4037,608,27222
Nebraska,Deuel,REP,871,609,27199
Nebraska,Deuel,DEM,141,609,27199
North Dakota,Griggs,REP,907,610,27197
North Dakota,Griggs,DEM,308,610,27197
Indiana,Floyd,REP,23400,611,27185
Indiana,Floyd,DEM,17511,611,27185
Virginia,Richmond,REP,2547,612,27184
Virginia,Richmond,DEM,1513,612,27184
Virginia,Richmond,DEM,91503,612,27184
Virginia,Richmond,REP,16500,612,27184
Virginia,Richmond,REP,2547,2118,20875
Virginia,Richmond,DEM,1513,2118,20875
Virginia,Richmond,DEM,91503,2118,20875
Virginia,Richmond,REP,16500,2118,20875
Oklahoma,Ellis,REP,1688,613,27183
Oklahoma,Ellis,DEM,162,613,27183
Colorado,Chaffee,DEM,7112,614,27182
Colorado,Chaffee,REP,6180,614,27182
Oklahoma,Major,REP,3084,615,27168
Oklahoma,Major,DEM,320,615,27168
Montana,McCone,REP,956,616,27161
Montana,McCone,DEM,155,616,27161
Vermont,Lamoille,,,617,27157
Kansas,Decatur,REP,1232,618,27154
